booking_id,customer_name,no_of_ppl,no_of_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,date,total_price
HWA00381,Karen Brown,1,3,1,0,Single Room,9/15/2023,240
HWA00382,Judith Adams,1,1,1,0,Single Room,2/19/2024,80
HWA00383,Jerry Robinson,1,4,1,0,Single Room,3/23/2024,320
HWA00384,Karen Perez,1,1,1,1,Single Room,10/18/2024,80
HWA00385,Dorothy Lewis,1,2,1,0,Single Room,3/4/2024,160
HWA00386,Frank Thompson,1,1,0,0,Single Room,4/30/2024,50
HWA00387,Donna Torres,1,3,1,0,Single Room,7/23/2024,240
HWA00388,Joshua Walker,1,2,1,0,Single Room,9/9/2023,160
HWA00389,Kathleen Thomas,1,4,1,0,Single Room,9/28/2024,320
HWA00390,Aaron Allen,1,2,1,0,Single Room,5/13/2024,160
HWA00391,Henry Hall,1,1,0,0,Single Room,3/18/2024,50
HWA00392,Emily Torres,1,1,1,0,Single Room,8/12/2024,80
HWA00393,Joan Robinson,1,2,1,0,Single Room,10/1/2024,160
HWA00394,Paul King,1,2,1,0,Single Room,9/9/2024,160
HWA00395,George Robinson,2,2,1,0,Double Room,1/29/2024,260
HWA00396,Kimberly Miller,1,1,0,0,Single Room,4/8/2024,50
HWA00397,Charles Jones,1,3,1,0,Single Room,9/17/2023,240
HWA00398,Paul Harris,1,1,1,0,Single Room,6/18/2024,80
HWA00399,Timothy Lopez,4,3,1,0,Family Room,12/26/2024,690
HWA00400,Melissa Wilson,3,3,1,0,Deluxe Room,8/3/2024,540
HWA00401,Robert Hernandez,1,1,1,0,Single Room,8/6/2024,80
HWA00402,William Wright,1,3,1,0,Single Room,5/30/2024,240
HWA00403,Joseph Hall,1,2,1,0,Single Room,11/4/2024,160
HWA00404,Sandra Brown,1,1,0,0,Single Room,5/13/2024,50
HWA00405,Jerry Smith,1,2,1,0,Deluxe Room,5/29/2024,360
HWA00406,Michelle Allen,1,1,1,0,Single Room,1/20/2024,80
HWA00407,Judith Martinez,3,2,1,0,Deluxe Room,12/7/2023,360
HWA00408,Jason Hill,1,1,1,0,Single Room,4/5/2024,80
HWA00409,Anthony Harris,1,1,1,0,Single Room,10/23/2024,80
HWA00410,George King,1,1,1,0,Single Room,5/2/2024,80
HWA00411,Matthew White,1,3,0,0,Single Room,11/14/2024,150
HWA00412,Deborah Walker,1,2,1,0,Single Room,10/2/2023,160
HWA00413,Brian Miller,1,2,1,0,Single Room,5/29/2024,160
HWA00414,Dorothy Lee,1,2,1,0,Single Room,10/14/2024,160
HWA00415,Jason Williams,1,1,1,0,Deluxe Room,7/2/2024,180
HWA00416,Emily Johnson,1,1,1,0,Single Room,8/4/2024,80
HWA00417,Jennifer Lopez,1,4,0,0,Single Room,9/27/2024,200
HWA00418,Henry Smith,1,3,1,0,Single Room,4/8/2024,240
HWA00419,Aaron Clark,3,3,1,1,Deluxe Room,3/24/2024,540
HWA00420,Emily Clark,1,4,1,0,Single Room,9/3/2024,320
HWA00421,Timothy Walker,1,4,1,0,Single Room,10/21/2023,320
HWA00422,Susan Hill,2,1,1,0,Deluxe Room,9/8/2023,180
HWA00423,Julie Anderson,1,3,1,0,Single Room,10/20/2023,240
HWA00424,Ryan Martinez,1,2,1,0,Single Room,2/16/2024,160
HWA00425,Kevin Harris,1,5,1,0,Single Room,9/6/2024,400
HWA00426,Judith Taylor,1,4,1,0,Single Room,3/16/2024,320
HWA00427,Joan Clark,1,1,1,0,Single Room,10/23/2023,80
HWA00428,Joseph Moore,2,3,1,0,Deluxe Room,10/24/2024,540
HWA00429,Linda Thomas,1,1,0,0,Single Room,8/6/2024,50
HWA00430,Joseph Walker,1,4,1,0,Single Room,8/22/2024,320
HWA00431,William Torres,1,1,1,0,Single Room,8/13/2024,80
HWA00432,Helen Lopez,1,3,1,0,Single Room,3/10/2024,240
HWA00433,Jennifer Green,1,4,1,0,Single Room,5/11/2024,320
HWA00434,Joshua Lewis,1,1,1,0,Single Room,10/23/2023,80
HWA00435,Ashley Garcia,1,1,1,1,Single Room,4/1/2024,80
HWA00436,Joan Johnson,1,2,1,0,Deluxe Room,6/19/2024,360
HWA00437,Robert Miller,1,1,1,0,Single Room,10/13/2023,80
HWA00438,Paul Young,2,5,1,0,Deluxe Room,4/4/2024,900
HWA00439,David Brown,1,1,1,0,Single Room,6/6/2024,80
HWA00440,Melissa Martin,1,1,0,0,Single Room,10/16/2024,50
HWA00441,Edward Hall,1,1,1,0,Single Room,10/14/2024,80
HWA00442,Anthony Thompson,1,1,1,0,Single Room,11/19/2024,80
HWA00443,Lisa Garcia,1,1,1,0,Single Room,6/8/2024,80
HWA00444,Christopher Jones,1,1,1,0,Single Room,6/8/2024,80
HWA00445,Joshua Wilson,1,5,1,0,Single Room,9/6/2024,400
HWA00446,Kimberly Clark,1,3,1,0,Single Room,10/31/2024,240
HWA00447,Deborah Moore,1,3,0,0,Single Room,5/31/2024,150
HWA00448,Carol Walker,1,2,1,0,Single Room,9/18/2023,160
HWA00449,Thomas Thompson,1,1,0,0,Single Room,6/23/2024,50
HWA00450,Helen Wilson,1,3,1,0,Single Room,10/13/2024,240
HWA00451,Jessica Harris,3,2,1,0,Deluxe Room,7/1/2024,360
HWA00452,Edward Lopez,1,1,1,0,Single Room,8/26/2023,80
HWA00453,Samuel Williams,1,6,1,0,Single Room,8/18/2024,480
HWA00454,Edward Scott,1,3,1,1,Single Room,4/11/2024,240
HWA00455,Ruth Hernandez,1,2,1,0,Single Room,5/13/2024,160
HWA00456,Linda Rodriguez,1,3,1,1,Single Room,7/4/2024,240
HWA00457,Elizabeth Robinson,1,3,0,1,Single Room,12/8/2024,150
HWA00458,Laura Allen,1,1,1,1,Single Room,6/18/2024,80
HWA00459,Aaron Jackson,1,1,1,0,Single Room,12/27/2023,80
HWA00460,Emily Williams,1,1,1,0,Single Room,8/8/2023,80
HWA00461,Shirley Rodriguez,1,4,1,0,Single Room,12/9/2023,320
HWA00462,Karen Brown,1,1,1,0,Single Room,8/14/2023,80
HWA00463,John Thomas,1,3,1,0,Single Room,4/8/2024,240
HWA00464,George Rodriguez,1,1,0,0,Single Room,9/26/2024,50
HWA00465,Sandra Brown,6,1,1,0,Presidential Room,6/12/2024,280
HWA00466,Raymond Flores,1,1,1,1,Single Room,10/11/2024,80
HWA00467,Karen Thomas,1,3,1,0,Single Room,8/25/2024,240
HWA00468,Judith Hill,1,3,0,0,Single Room,10/19/2024,150
HWA00469,Donald Harris,1,2,1,0,Single Room,6/15/2024,160
HWA00470,Andrew Young,3,2,1,0,Deluxe Room,7/8/2024,360
HWA00471,Margaret Garcia,1,2,1,0,Single Room,11/20/2023,160
HWA00472,Dorothy Rodriguez,1,2,1,0,Family Room,4/1/2024,460
HWA00473,Betty Wilson,1,3,1,0,Single Room,10/22/2023,240
HWA00474,Helen Johnson,1,1,0,0,Single Room,9/19/2024,50
HWA00475,Amanda Hall,2,1,1,0,Double Room,3/8/2024,130
HWA00476,Judith Scott,1,3,1,0,Single Room,2/11/2024,240
HWA00477,Ashley Williams,1,2,0,0,Single Room,4/10/2024,100
HWA00478,Deborah Brown,1,2,1,0,Single Room,11/4/2024,160
HWA00479,Ryan Adams,1,3,1,0,Single Room,10/13/2024,240
HWA00480,Patricia Harris,1,5,1,0,Single Room,4/30/2024,400
HWA00481,Judith Adams,2,3,1,0,Deluxe Room,12/5/2024,540
HWA00482,Jason Jackson,1,2,0,0,Single Room,11/23/2024,100
HWA00483,Charles Flores,1,1,1,0,Single Room,2/28/2024,80
HWA00484,Julie Clark,1,3,1,0,Single Room,6/7/2024,240
HWA00485,Betty Adams,1,1,1,0,Single Room,4/4/2024,80
HWA00486,Edward Perez,1,1,1,0,Single Room,4/6/2024,80
HWA00487,Carol Moore,1,3,1,0,Deluxe Room,2/11/2024,540
HWA00488,Karen Thomas,1,1,1,0,Double Room,4/23/2024,130
HWA00489,Anthony Moore,3,1,1,0,Deluxe Room,2/28/2024,180
HWA00490,Steven Williams,1,1,1,0,Single Room,10/17/2024,80
HWA00491,Robert Jones,1,2,1,0,Single Room,6/24/2024,160
HWA00492,Mary Williams,1,4,1,0,Single Room,6/18/2024,320
HWA00493,Robert White,3,4,1,0,Deluxe Room,8/30/2024,720
HWA00494,Sharon Brown,1,3,1,0,Deluxe Room,10/21/2024,540
HWA00495,Kevin Lopez,1,3,1,0,Single Room,3/20/2024,240
HWA00496,Frank Martinez,1,2,1,0,Single Room,11/18/2024,160
HWA00497,Melissa Taylor,1,2,1,0,Deluxe Room,11/9/2023,360
HWA00498,Patricia Thompson,1,3,1,0,Single Room,8/25/2024,240
HWA00499,Shirley Young,1,1,0,0,Single Room,12/5/2023,50
HWA00500,Linda Martinez,1,2,1,0,Single Room,10/21/2024,160
HWA00501,Andrew Martin,2,1,1,0,Deluxe Room,10/30/2024,180
HWA00502,Michelle Martin,1,1,1,0,Single Room,4/6/2024,80
HWA00503,Susan Adams,1,4,1,0,Single Room,8/3/2024,320
HWA00504,Brian Johnson,2,4,1,0,Deluxe Room,4/10/2024,720
HWA00505,Kimberly Adams,1,2,1,0,Single Room,10/14/2023,160
HWA00506,Michael Martinez,1,1,0,0,Single Room,10/15/2024,50
HWA00507,John Moore,1,3,1,0,Single Room,12/24/2023,240
HWA00508,Jessica Hall,2,1,1,0,Deluxe Room,3/5/2024,180
HWA00509,Michael Smith,1,3,1,0,Deluxe Room,3/24/2024,540
HWA00510,Kathleen Smith,3,4,1,0,Deluxe Room,5/4/2024,720
HWA00511,Michelle Hill,1,3,1,0,Single Room,6/14/2024,240
HWA00512,Stephanie Allen,1,1,1,0,Single Room,4/3/2024,80
HWA00513,Helen Brown,1,3,1,0,Single Room,6/14/2024,240
HWA00514,Mary White,1,1,0,0,Single Room,6/10/2024,50
HWA00515,Edward White,1,1,1,0,Deluxe Room,7/23/2024,180
HWA00516,Julie Martinez,2,1,1,0,Deluxe Room,6/26/2024,180
HWA00517,Stephanie Lopez,1,3,1,0,Single Room,2/4/2024,240
HWA00518,Dorothy Thomas,1,1,1,0,Single Room,9/10/2023,80
HWA00519,Brian Perez,1,3,1,0,Single Room,12/8/2024,240
HWA00520,Judith Adams,1,3,1,0,Single Room,12/17/2023,240
HWA00521,Kimberly Johnson,1,3,1,0,Single Room,12/5/2024,240
HWA00522,Steven Hernandez,2,2,1,0,Deluxe Room,6/21/2024,360
HWA00523,Christopher Hall,2,3,1,0,Deluxe Room,3/24/2024,540
HWA00524,Carol Rodriguez,2,2,1,0,Family Room,8/31/2024,460
HWA00525,Emily Green,1,3,0,0,Single Room,8/22/2024,150
HWA00526,Joshua Taylor,1,1,1,0,Single Room,3/10/2024,80
HWA00527,Timothy Thompson,1,15,1,0,Deluxe Room,3/30/2024,2700
HWA00528,Sharon Walker,1,1,1,0,Single Room,4/7/2024,80
HWA00529,Kimberly Scott,2,4,1,0,Deluxe Room,9/27/2024,720
HWA00530,Carol Green,1,3,0,0,Single Room,6/17/2024,150
HWA00531,George Anderson,3,2,1,0,Deluxe Room,6/10/2024,360
HWA00532,Donald Jackson,1,1,1,0,Single Room,6/8/2024,80
HWA00533,Anthony Jones,1,2,0,0,Single Room,12/2/2024,100
HWA00534,Anthony Brown,1,2,1,0,Single Room,6/15/2024,160
HWA00535,Brian Davis,1,1,1,0,Single Room,8/21/2024,80
HWA00536,Patricia Miller,1,4,1,0,Single Room,10/7/2023,320
HWA00537,Laura Torres,1,1,1,0,Single Room,11/29/2024,80
HWA00538,Anthony Harris,1,1,1,0,Single Room,1/2/2024,80
HWA00539,Donald Wright,1,2,1,0,Single Room,3/25/2024,160
HWA00540,George White,4,9,1,0,Family Room,11/2/2024,2070
HWA00541,Scott Smith,1,1,0,0,Single Room,11/13/2024,50
HWA00542,Rebecca Moore,1,1,1,0,Single Room,3/19/2024,80
HWA00543,Daniel Lee,1,2,1,0,Single Room,9/25/2023,160
HWA00544,Mary Thompson,1,2,1,0,Single Room,10/20/2023,160
HWA00545,Cynthia Thomas,1,1,1,0,Single Room,10/23/2024,80
HWA00546,Henry Jackson,1,2,1,0,Single Room,7/17/2023,160
HWA00547,Susan Allen,1,1,1,0,Single Room,11/26/2024,80
HWA00548,Mark Torres,3,5,1,0,Deluxe Room,8/3/2024,900
HWA00549,Jennifer Taylor,1,3,1,0,Single Room,9/5/2024,240
HWA00550,Anthony Moore,1,2,1,0,Single Room,6/15/2024,160
HWA00551,Linda Hill,1,2,1,0,Single Room,10/16/2023,160
HWA00552,Donna Williams,1,2,1,0,Deluxe Room,10/7/2024,360
HWA00553,Kathleen Hill,1,1,1,0,Single Room,2/3/2024,80
HWA00554,Michelle Thompson,1,2,1,0,Single Room,9/3/2024,160
HWA00555,Donald Smith,1,2,1,0,Deluxe Room,9/16/2024,360
HWA00556,Melissa Wilson,1,2,1,0,Single Room,4/26/2024,160
HWA00557,Michelle Green,1,3,1,0,Single Room,11/3/2024,240
HWA00558,Susan Green,1,1,1,0,Single Room,4/9/2024,80
HWA00559,Julie Lewis,1,1,1,0,Single Room,3/16/2024,80
HWA00560,Steven Garcia,3,2,1,0,Deluxe Room,4/20/2024,360
HWA00561,Joshua Jones,1,1,1,0,Deluxe Room,7/30/2024,180
HWA00562,James Walker,1,1,0,0,Single Room,10/19/2024,50
HWA00563,David Walker,3,3,1,0,Deluxe Room,10/11/2024,540
HWA00564,Laura Hernandez,5,3,1,0,Family Room,9/13/2024,690
HWA00565,Emma Hill,1,4,1,0,Single Room,12/30/2023,320
HWA00566,Mary Jones,1,1,0,0,Single Room,10/3/2024,50
HWA00567,Kevin Allen,1,5,1,0,Single Room,6/25/2024,400
HWA00568,Kathleen Adams,1,3,1,0,Single Room,8/22/2024,240
HWA00569,Emily Robinson,1,2,1,0,Single Room,7/1/2023,160
HWA00570,Daniel Clark,1,5,1,0,Single Room,6/11/2024,400
HWA00571,Matthew Lee,1,2,1,0,Single Room,11/2/2023,160
HWA00572,Elizabeth Miller,1,2,1,1,Single Room,9/2/2024,160
HWA00573,Helen Walker,1,2,1,0,Single Room,12/30/2024,160
HWA00574,Sharon Anderson,1,1,1,0,Single Room,5/21/2024,80
HWA00575,Kimberly Hernandez,1,1,0,0,Single Room,5/12/2024,50
HWA00576,Kevin Adams,1,3,1,0,Single Room,12/8/2024,240
HWA00577,Patricia Robinson,1,4,1,0,Single Room,1/6/2024,320
HWA00578,George Thomas,1,5,1,0,Deluxe Room,8/28/2024,900
HWA00579,Joan Johnson,1,1,1,0,Single Room,3/13/2024,80
HWA00580,Mark Taylor,3,4,1,0,Deluxe Room,6/15/2024,720
HWA00581,Cynthia Thompson,1,2,1,0,Single Room,6/17/2024,160
HWA00582,John Davis,1,3,1,0,Deluxe Room,6/29/2024,540
HWA00583,Kimberly Allen,1,7,1,0,Single Room,7/27/2023,560
HWA00584,Sharon King,1,2,1,0,Single Room,6/20/2024,160
HWA00585,Carol Thompson,1,2,0,0,Single Room,2/26/2024,100
HWA00586,Ronald Thompson,1,3,1,0,Single Room,10/23/2024,240
HWA00587,Andrew Clark,1,2,1,0,Single Room,6/24/2024,160
HWA00588,Laura Rodriguez,1,3,1,0,Deluxe Room,4/15/2024,540
HWA00589,Kenneth Thomas,1,1,1,0,Single Room,10/1/2023,80
HWA00590,Kimberly Wilson,1,2,1,0,Single Room,9/14/2024,160
HWA00591,Elizabeth Perez,1,3,1,0,Single Room,4/28/2024,240
HWA00592,Kimberly Walker,1,3,1,0,Single Room,7/14/2024,240
HWA00593,Ronald Wilson,1,4,1,0,Single Room,12/28/2024,320
HWA00594,Michelle Clark,1,3,1,0,Single Room,12/8/2024,240
HWA00595,Carol Garcia,1,5,1,0,Single Room,7/27/2024,400
HWA00596,Betty Brown,1,1,1,0,Single Room,9/27/2024,80
HWA00597,Betty Hill,1,1,1,0,Single Room,10/2/2024,80
HWA00598,Anthony Garcia,1,2,1,0,Single Room,8/1/2024,160
HWA00599,Timothy Lewis,1,4,1,0,Double Room,10/17/2023,520
HWA00600,Kathleen Smith,1,1,1,0,Single Room,9/5/2023,80
HWA00601,William Clark,1,1,1,0,Single Room,9/7/2023,80
HWA00602,Thomas Rodriguez,1,1,0,0,Single Room,7/10/2024,50
HWA00603,Ryan Thomas,1,1,1,0,Single Room,5/29/2024,80
HWA00604,Karen Hall,1,1,1,0,Single Room,4/6/2024,80
HWA00605,Ashley Hernandez,1,2,1,0,Single Room,4/29/2024,160
HWA00606,Michael Adams,5,2,1,0,Family Room,8/25/2023,460
HWA00607,Henry Walker,1,1,1,0,Deluxe Room,6/11/2024,180
HWA00608,Shirley Young,1,2,1,0,Single Room,12/2/2024,160
HWA00609,Judith Wilson,2,4,1,0,Deluxe Room,10/14/2023,720
HWA00610,Sandra Lee,1,2,1,0,Single Room,9/9/2023,160
HWA00611,Mary Green,1,2,1,0,Single Room,10/1/2024,160
HWA00612,Michelle White,1,3,0,0,Single Room,6/14/2024,150
HWA00613,Mark Hill,1,2,1,0,Single Room,4/4/2024,160
HWA00614,Emily Jones,1,3,1,0,Single Room,5/5/2024,240
HWA00615,Linda White,1,2,1,0,Single Room,5/12/2024,160
HWA00616,Carol Lewis,1,1,0,0,Single Room,2/11/2024,50
HWA00617,Andrew Scott,3,2,1,1,Deluxe Room,8/25/2024,360
HWA00618,Deborah Adams,3,3,1,0,Deluxe Room,4/5/2024,540
HWA00619,Kathleen Lee,1,2,1,0,Single Room,6/24/2024,160
HWA00620,Kimberly Martin,1,2,1,0,Single Room,4/1/2024,160
HWA00621,Dorothy Lopez,1,3,1,0,Single Room,10/6/2024,240
HWA00622,Donald King,3,4,1,0,Deluxe Room,8/24/2024,720
HWA00623,Edward Johnson,1,2,1,0,Single Room,9/18/2023,160
HWA00624,Jessica Hernandez,1,1,1,0,Single Room,2/28/2024,80
HWA00625,Jennifer Lopez,1,2,1,1,Single Room,9/13/2023,160
HWA00626,Robert Taylor,1,1,1,0,Single Room,8/28/2024,80
HWA00627,Helen Garcia,1,4,1,0,Single Room,7/10/2024,320
HWA00628,Joan Jackson,1,2,0,0,Single Room,2/6/2024,100
HWA00629,Jessica Brown,2,1,1,0,Deluxe Room,10/17/2024,180
HWA00630,Joan Hernandez,1,4,1,0,Deluxe Room,3/30/2024,720
HWA00631,George Johnson,1,3,1,0,Single Room,10/13/2024,240
HWA00632,Carol Martinez,3,3,1,0,Deluxe Room,12/29/2024,540
HWA00633,Shirley Martinez,1,1,0,0,Single Room,10/26/2024,50
HWA00634,Sharon Jones,1,2,1,0,Single Room,3/25/2024,160
HWA00635,Sharon Wright,1,1,0,0,Single Room,6/7/2024,50
HWA00636,Deborah Wilson,1,2,1,0,Double Room,8/19/2024,260
HWA00637,Judith Harris,1,2,1,0,Single Room,9/16/2024,160
HWA00638,Frank Johnson,3,2,1,0,Family Room,6/17/2024,460
HWA00639,Cynthia Torres,2,1,1,0,Deluxe Room,5/29/2024,180
HWA00640,Betty Rodriguez,1,2,1,0,Presidential Room,8/17/2024,560
HWA00641,Daniel Perez,1,2,1,0,Single Room,10/31/2024,160
HWA00642,Gregory Torres,1,2,1,0,Single Room,11/23/2023,160
HWA00643,James Clark,1,1,1,0,Single Room,3/7/2024,80
HWA00644,Kimberly Thompson,1,1,1,0,Single Room,9/20/2024,80
HWA00645,Susan Scott,1,1,1,0,Single Room,1/28/2024,80
HWA00646,Donald Allen,1,3,1,0,Single Room,5/31/2024,240
HWA00647,Amanda Robinson,1,1,1,1,Single Room,8/8/2024,80
HWA00648,Paul Clark,1,1,1,0,Single Room,10/23/2024,80
HWA00649,Melissa Rodriguez,1,1,1,0,Single Room,9/18/2023,80
HWA00650,Matthew Moore,1,1,0,0,Single Room,10/16/2024,50
HWA00651,Donald Lewis,1,3,1,0,Single Room,10/13/2024,240
HWA00652,Sharon Walker,1,3,1,0,Single Room,4/8/2024,240
HWA00653,Jeffrey Robinson,1,2,1,0,Single Room,6/24/2024,160
HWA00654,Ashley Lee,1,1,0,0,Single Room,7/9/2024,50
HWA00655,Raymond Brown,1,3,1,0,Single Room,2/25/2024,240
HWA00656,Jeffrey Thompson,1,1,1,0,Single Room,2/8/2024,80
HWA00657,David Hernandez,1,2,1,0,Single Room,6/24/2024,160
HWA00658,Margaret Lopez,1,1,0,0,Single Room,9/11/2024,50
HWA00659,Rebecca Green,1,1,1,0,Single Room,2/27/2024,80
HWA00660,Christopher Harris,1,1,0,1,Single Room,5/1/2024,50
HWA00661,Deborah Robinson,1,5,0,0,Single Room,6/17/2024,250
HWA00662,Joshua Walker,1,2,1,0,Single Room,9/25/2023,160
HWA00663,Sandra Flores,1,1,0,0,Single Room,6/12/2024,50
HWA00664,Kimberly Miller,4,3,1,0,Family Room,7/9/2024,690
HWA00665,Sarah Green,1,3,1,1,Single Room,1/28/2024,240
HWA00666,Anthony Anderson,1,2,1,0,Single Room,9/9/2024,160
HWA00667,Gregory Rodriguez,1,1,0,1,Single Room,11/18/2024,50
HWA00668,Donald Flores,1,3,1,0,Deluxe Room,3/21/2024,540
HWA00669,Robert Hall,6,2,1,0,Presidential Room,5/13/2024,560
HWA00670,Andrew Thompson,1,5,0,0,Single Room,11/17/2024,250
HWA00671,Patricia Brown,1,3,0,0,Single Room,11/3/2024,150
HWA00672,Deborah Thompson,1,2,1,0,Single Room,3/16/2024,160
HWA00673,Kenneth Wilson,1,2,1,0,Single Room,6/3/2024,160
HWA00674,Donna Williams,1,4,1,0,Single Room,12/14/2024,320
HWA00675,Ronald Williams,1,4,1,0,Single Room,7/6/2024,320
HWA00676,Dennis Lewis,3,2,1,0,Deluxe Room,10/28/2024,360
HWA00677,Ryan Rodriguez,1,1,1,0,Single Room,12/3/2024,80
HWA00678,Margaret Green,1,2,1,0,Single Room,7/1/2023,160
HWA00679,Ashley Allen,1,4,0,0,Single Room,7/28/2024,200
HWA00680,Gregory Allen,1,2,1,0,Single Room,12/25/2024,160
HWA00681,Henry Walker,1,3,0,0,Single Room,3/15/2024,150
HWA00682,Sandra Brown,1,1,1,0,Single Room,11/5/2024,80
HWA00683,Charles Perez,2,2,1,0,Deluxe Room,8/12/2024,360
HWA00684,Joseph Clark,3,1,0,0,Deluxe Room,9/17/2023,150
HWA00685,Christopher Moore,3,1,1,0,Deluxe Room,5/5/2024,180
HWA00686,George Jackson,3,2,1,0,Deluxe Room,12/23/2024,360
HWA00687,Paul Taylor,1,3,0,0,Single Room,10/4/2024,150
HWA00688,Emily Young,1,1,0,0,Single Room,9/11/2024,50
HWA00689,Aaron Perez,1,3,1,0,Single Room,4/24/2024,240
HWA00690,Susan Garcia,1,3,0,0,Single Room,7/13/2024,150
HWA00691,Henry Johnson,1,2,1,0,Single Room,6/15/2024,160
HWA00692,Joshua Hall,1,1,1,0,Single Room,7/11/2023,80
HWA00693,James Scott,1,4,1,0,Single Room,8/31/2024,320
HWA00694,Kenneth Wilson,1,3,1,0,Single Room,10/8/2023,240
HWA00695,Kevin Torres,1,1,1,0,Single Room,11/16/2024,80
HWA00696,Sandra Hall,1,2,1,0,Deluxe Room,9/16/2024,360
HWA00697,George Young,1,3,1,0,Single Room,10/12/2024,240
HWA00698,Dorothy Brown,1,1,1,0,Single Room,8/9/2023,80
HWA00699,Ronald Robinson,1,1,0,1,Single Room,2/14/2024,50
HWA00700,Jason Thompson,1,5,1,0,Single Room,7/2/2024,400
HWA00701,David Young,3,3,1,0,Deluxe Room,9/7/2024,540
HWA00702,Sharon Brown,1,1,1,0,Deluxe Room,5/27/2024,180
HWA00703,Jason Thomas,1,1,1,0,Single Room,10/4/2023,80
HWA00704,Thomas Adams,1,3,1,0,Single Room,2/13/2024,240
HWA00705,Emily Martinez,1,2,0,0,Single Room,2/5/2024,100
HWA00706,Jeffrey Perez,1,2,1,0,Single Room,9/4/2023,160
HWA00707,Joseph Hall,1,2,1,0,Single Room,8/18/2024,160
HWA00708,Margaret Moore,1,3,1,0,Deluxe Room,2/15/2024,540
HWA00709,Ronald Torres,2,1,1,0,Deluxe Room,4/16/2024,180
HWA00710,Emma King,1,3,1,0,Deluxe Room,10/20/2024,540
HWA00711,Charles Lewis,3,1,1,1,Deluxe Room,8/21/2024,180
HWA00712,Helen Hernandez,1,3,1,0,Deluxe Room,3/2/2024,540
HWA00713,Ryan Young,1,4,1,0,Single Room,11/1/2024,320
HWA00714,Gregory Brown,1,1,1,0,Single Room,5/2/2024,80
HWA00715,Jason Young,1,11,1,0,Family Room,8/14/2024,2530
HWA00716,Ronald Davis,1,2,1,0,Deluxe Room,9/18/2024,360
HWA00717,Linda Martinez,1,3,1,0,Single Room,5/3/2024,240
HWA00718,Julie Lewis,1,3,1,0,Deluxe Room,4/27/2024,540
HWA00719,Laura Brown,1,3,1,0,Single Room,10/15/2023,240
HWA00720,Deborah Perez,1,5,0,0,Single Room,5/11/2024,250
HWA00721,Deborah Johnson,1,2,0,0,Single Room,12/30/2024,100
HWA00722,Henry Lewis,1,2,1,0,Single Room,3/18/2024,160
HWA00723,Donald White,2,3,1,0,Double Room,3/16/2024,390
HWA00724,Robert Green,1,1,0,0,Single Room,3/4/2024,50
HWA00725,Daniel Martin,1,4,1,0,Single Room,3/17/2024,320
HWA00726,Edward Hill,1,3,1,0,Single Room,11/3/2024,240
HWA00727,Mary Lopez,1,1,1,0,Single Room,8/8/2023,80
HWA00728,James Johnson,3,2,1,0,Deluxe Room,8/15/2024,360
HWA00729,Jason Moore,1,4,1,0,Single Room,12/21/2024,320
HWA00730,Linda King,1,1,1,0,Single Room,2/25/2024,80
HWA00731,Anthony Brown,2,1,1,0,Deluxe Room,3/19/2024,180
HWA00732,Melissa Lewis,1,3,1,0,Single Room,4/15/2024,240
HWA00733,Robert Lee,1,2,1,0,Single Room,5/24/2024,160
HWA00734,Shirley Torres,1,1,1,0,Single Room,6/6/2024,80
HWA00735,Margaret Adams,1,3,1,0,Single Room,10/20/2024,240
HWA00736,Dorothy Perez,1,1,1,0,Single Room,4/16/2024,80
HWA00737,Jennifer Young,1,3,0,0,Single Room,12/7/2024,150
HWA00738,Edward Torres,1,2,1,0,Single Room,12/1/2023,160
HWA00739,Sandra Thompson,1,4,1,0,Single Room,9/21/2024,320
HWA00740,Shirley Thomas,1,1,1,0,Single Room,10/10/2023,80
HWA00741,Ryan Harris,2,3,1,0,Deluxe Room,3/8/2024,540
HWA00742,Raymond Jackson,1,3,1,0,Single Room,11/1/2024,240
HWA00743,Sarah Moore,5,3,1,0,Family Room,9/1/2024,690
HWA00744,Paul Johnson,1,2,0,0,Single Room,4/1/2024,100
HWA00745,Michelle Hill,1,3,1,0,Single Room,4/17/2024,240
HWA00746,Thomas Torres,1,1,1,0,Single Room,1/3/2024,80
HWA00747,Henry Hill,1,2,1,0,Single Room,7/21/2024,160
HWA00748,Emma Allen,1,1,1,0,Deluxe Room,9/7/2023,180
HWA00749,Dorothy White,2,4,1,0,Deluxe Room,5/31/2024,720
HWA00750,Stephanie Young,2,2,1,0,Deluxe Room,5/6/2024,360
HWA00751,Robert Martinez,2,2,1,0,Deluxe Room,12/3/2024,360
HWA00752,Dorothy Thomas,1,2,1,0,Single Room,7/1/2023,160
HWA00753,Cynthia Hall,1,2,1,0,Single Room,10/2/2023,160
HWA00754,Shirley Davis,1,4,0,0,Single Room,7/27/2024,200
HWA00755,Jerry White,1,9,1,0,Single Room,8/1/2024,720
HWA00756,Laura Williams,1,1,0,0,Single Room,6/2/2024,50
HWA00757,Jeffrey Jackson,1,1,0,0,Single Room,7/28/2024,50
HWA00758,Donna Green,1,3,1,0,Single Room,8/29/2024,240
HWA00759,Dorothy Rodriguez,1,3,1,0,Single Room,9/14/2024,240
HWA00760,Sandra Lewis,2,1,1,0,Deluxe Room,7/2/2024,180
HWA00761,Donna Johnson,1,3,1,0,Single Room,4/12/2024,240
HWA00762,Scott Hill,1,2,1,0,Deluxe Room,4/20/2024,360
